A42	STATUS	PROGRESS	YEAR	MONTH	START DATE	END DATE	DURATION (DAYS)	ORGANIZER	STATE	VENUE	BRAND	EVENT TYPE	CONTRACTOR	AGREEMENT / QUOTATION APPROVAL	FLOORPLAN	BOOTH NO	SIZE (SQM)	SEND FLOORPLAN TO DESIGNER 	3D CHECKED BY MGT	3D APPROVED BY PETER	3D UPLOADED IN NOTION	WEEKEND ACTIVITY(THEME)	LICENSE(FROM MAJLIS)	WORK / LOADING BAY PERMIT	DECO / COFFE TABLE	SEC DEPO REFUND	TOTAL SALES (RM)	RENTAL (RM)	LINK NOTION 	GCAL ID
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
														False	False			False	False		False									
